idiom,response
fast and furious,"  Output: i (figurative meaning)

In this context, the expression ""fast and furious"" is being used figuratively to describe the intensity and passion of the debate. The word ""fast"" implies rapid or swift movement, and ""furious"" suggests intense emotion or passion. The sentence suggests that the debate was"
fast and furious,"  Output: i (figurative meaning)

The expression ""fast and furious"" in this context is being used figuratively to describe the intensity and pace of the encounter between the two schools. The phrase typically connotes a quick and intense action or situation, and in this sentence, it suggests that the match between Aldenham"
watch this space,"  Great, I'm happy to help!

In the context of the sentence ""Watch this space for details of our next event,"" the expression ""watch this space"" holds a figurative meaning.

Output: i (figurative meaning)

The phrase ""watch this space"" is often used to indicate that more information"
watch this space,"  Output: i (figurative meaning)

The expression ""watch this space"" is generally used in a figurative sense, indicating that something exciting or significant is about to happen. It can be interpreted as a way of saying ""stay tuned"" or ""keep an eye on this situation,"" without providing any specific details or"
set the wheels in motion,"  Output: i (figurative meaning)

The expression ""set the wheels in motion"" in the contextual sentence is meant to be figurative, as it implies that the action of referring the caller to Royal Scottish Consultant John Buckland is the first step in a larger process or chain of events. The phrase ""set"
set the wheels in motion,"  Output: I

The expression ""set the wheels in motion"" is a figurative idiom that means to initiate or start a process or action that will lead to a particular outcome. In the context of the sentence, ""I merely set a few wheels in motion"" suggests that the speaker's actions were only the first"
set the wheels in motion,"  Output: i (figurative meaning)

The expression ""set the wheels in motion"" in the contextual sentence is figurative. It means to start a process or action that will lead to a particular outcome or goal. In this case, Dave's actions of writing letters, sending faxes, and making phone calls"
to the tune of,"  Output: i (figurative meaning)

The expression ""dances to the tune of"" in this sentence is a figurative metaphor, suggesting that the Christian is unknowingly conforming to the cultural expectations and values of their society, rather than living according to their true faith. The idea is that just as"
to the tune of,"  Output: i (figurative meaning)

In this sentence, the expression ""to the tune of"" is used figuratively to indicate the rough or approximate amount of something. The phrase is often used to convey a rough estimate or a rough comparison, rather than a precise or exact amount.

For example, if someone were"
to the tune of,"  Output: i (figurative meaning)

In this context, the expression ""to the tune of"" is being used figuratively to indicate the approximate cost of the Syclone. The phrase ""lighten your wallet"" is a common idiomatic expression that means to make something expensive or costly. By using ""to"
on the back burner,"  Sure! In this context, the expression ""on the back burner"" holds a figurative meaning.

Output: i (Figurative meaning)

The phrase ""on the back burner"" is often used to describe something that is being delayed or put off, usually temporarily. In this sentence, it suggests that the"
on the back burner,"  Output: i (figurative meaning)

The expression ""on the back burner"" in the context of the sentence means that the company's production has been temporarily suspended or delayed, rather than being physically placed on a stovetop burner. The figurative meaning of the expression suggests that the company'"
on the back burner,"  Output: i (figurative meaning)

The expression ""on the back burner"" in the contextual sentence means figuratively, not literally. It implies that the issue of national unity is being temporarily set aside or delayed, rather than being actively pursued or boiling over. The phrase is often used to describe a"
turn the screw,"  Output: i (figurative meaning)

In this context, the expression ""turn the screw"" holds a figurative meaning. The speaker is using it to describe the tightening of social and economic controls in Russia under Stalin's regime, rather than a literal turning of screws. The phrase suggests the gradual"
turn the screw,"  Sure, I'd be happy to help!

In the context of the sentence ""Tordo turns the screw,"" the expression ""turn the screw"" holds a figurative meaning.

Output: i (figurative meaning)

The phrase ""turn the screw"" is often used idiomatically to refer"
turn the screw,"  Output: i (figurative meaning)

In this context, ""turn the screw"" is being used figuratively to mean ""to add more pressure or intensity to a situation."" Mark Aston's addition of a drop goal after his earlier penalty is an example of turning the screw, as he is increasing the pressure on"
glass ceiling,"  Output: i (figurative meaning)

The expression ""glass ceiling"" in the contextual sentence is used figuratively to represent the barriers that women and minorities face in their career advancement. The use of the word ""cracked"" to describe the glass also implies a sense of fragility and vulnerability,"
glass ceiling,"  Output: i (figurative meaning)

In this context, the expression ""glass ceiling"" holds a figurative meaning. The term ""glass ceiling"" is often used metaphorically to refer to an invisible barrier that prevents women (or other marginalized groups) from advancing to higher levels of leadership or"
glass ceiling,"  Output: i (figurative meaning)

The expression ""glass ceiling"" in the contextual sentence is used figuratively to refer to an invisible barrier or obstacle that prevents people from advancing or achieving their goals, particularly in the workplace or in social and professional settings. The use of the word ""glass"""
grass root,"  Output: i (figurative meaning)

The expression ""grass root"" in this context is being used figuratively to refer to a wide-spread, widespread, or mass movement or support for a particular cause or agenda. The phrase suggests that the opposition to President Trump's policies is not limited to"
grass root,"  Output: l

The expression ""grass root"" in the contextual sentence has a literal meaning. It refers to the basic or fundamental level of an organization, system, or community, often used to describe the local or lowest level of participation or involvement. In this sentence, ""grass root"" means the basic or fundamental level"
grass root,"  Output: l

In this context, the expression ""grass root"" has a literal meaning. It refers to the beginning or foundation of something, in this case, the improvement of cricket at all levels, starting from the beginning or the basics. The term ""grass root"" is used to emphasize that the effort to"
head hunter,"  Output: i (figurative meaning)

In this context, the expression ""head hunter"" is being used figuratively to refer to a recruitment agent or a talent scout who specializes in finding and recruiting top-level executives or professionals for high-paying jobs. The use of the term"
head hunter,"  Output: i (Figurative meaning)

In this context, the expression ""head hunter"" is being used figuratively to refer to a company or individual that specializes in recruiting and placing high-level executives, particularly in the media industry. The use of the term ""head hunter"" in this context implies"
head hunter,"  Output: l

In this context, the expression ""head hunter"" has a literal meaning. A head hunter is a professional recruiter or search consultant who specializes in finding and placing top executives and other high-level professionals in various industries. So, in this sentence, the head hunter is a"
heavy cross,"  Output: i (figurative meaning)

In this context, the expression ""heavy cross"" is being used figuratively to convey the idea that being named Bernard is a source of humor or irony for the comedian. The word ""heavy"" in this context means burdensome or difficult, rather than referring to"
heavy cross,"  Output: i (figurative meaning)

The expression ""heavy cross to bear"" in the context of OATS (Organizational and Administrative Tasks) being a burden, is a figurative meaning. It means that OATS is a significant and difficult responsibility that requires a lot of time and resources,"
heavy cross,"  Output: i (figurative meaning)

The expression ""heavy cross"" in the sentence is used metaphorically to convey the idea that the individuals who escaped the genocide have had to endure numerous difficult experiences and hardships since then, adding to their existing burdens. The word ""heavy"" in this"
banana republic,"  Output: i (figurative meaning)

The expression ""banana republic"" in the contextual sentence is used figuratively to refer to a country that is perceived as being under the control of a more powerful or wealthy nation, rather than being a genuine democracy. The term ""banana republic"" was originally used"
banana republic,"  Output: i (figurative meaning)

The expression ""banana republic"" in the contextual sentence is being used figuratively to describe a political or economic system where a small group of wealthy elites hold power and control, while the majority of people live in poverty and misery. The term ""banana republic"""
banana republic,"  Output: i (figurative meaning)

In this context, the expression ""banana republic"" is being used figuratively to describe a situation where a small group of wealthy individuals hold power and control over a country, while the majority of the population lives in poverty and suffering. The term ""banana republic"" is often"
crocodile tear,"  Output: i (figurative meaning)

The expression ""crocodile tear"" is a common idiom that means a false or insincere tear or show of emotion. In the context of the sentence, ""Now he’s shedding a crocodile tear,"" said Shivambu,"""
crocodile tear,"  Output: i (figurative meaning)

The expression ""crocodile tear"" in the contextual sentence is used figuratively to describe a insincere or fake tear. It implies that the person is pretending to be emotional or upset, but their tears are not genuine. The use of """
crocodile tear,"  Output: i (figurative meaning)

The expression ""crocodile tear"" in this context is used figuratively to convey that the actions of Congress are insincere or hypocritical. The idea is that just like a crocodile may shed fake tears to deceive its prey, Congress is pret"
eager beaver,"  Output: i (figurative meaning)

The expression ""eager beaver"" in this sentence holds a figurative meaning. The word ""beaver"" is often used metaphorically to describe someone who is hardworking or diligent, often to the point of being overly eager or enthusiastic. In this context"
eager beaver,"  Output: i (figurative meaning)

In this context, the expression ""eager beaver"" is being used figuratively to describe someone who is enthusiastic or eager about something. The word ""beaver"" is not meant to be taken literally, but rather as a metaphor for someone who is hardworking and"
cutting edge,"  Output: i (figurative meaning)

In this context, the expression ""cutting edge"" holds a figurative meaning. The phrase is used to describe the state of being at the forefront of a particular field or industry, and is often used to convey a sense of innovation, progress, and cutting-edge technology."
cutting edge,"  Sure! In this context, the expression ""cutting edge"" holds a figurative meaning. Here are my outputs:

Output: i (Figurative meaning)

The term ""cutting edge"" in this sentence is used to describe technologies that are advanced and innovative, pushing the boundaries of what is currently possible."
cutting edge,"  Output: i (figurative meaning)

The expression ""cutting edge"" in the sentence ""This project puts Arkansas on the cutting edge of broadband mapping nationally,"" Gov."" holds a figurative meaning. The phrase ""cutting edge"" is often used metaphorically to describe something that is state-of"
melting pot,"  Output: i (figurative meaning)

In this context, the expression ""melting pot"" is being used figuratively to refer to a diverse and multicultural community. The term ""melting pot"" is often used to describe a society or community that is made up of people from different cultures, ethnicities,"
melting pot,"  Output: i (figurative meaning)

The expression ""melting pot"" in the contextual sentence holds a figurative meaning. It is used to describe the diversity of the population in Queens, New York City, where people from various ethnic and cultural backgrounds come together and blend into a single entity, much like"
melting pot,"  Output: i (figurative meaning)

The expression ""melting pot"" in the contextual sentence is used figuratively to describe a situation where different elements or ingredients are blended together to form a new whole. The term ""melting pot"" is often used to describe a diverse society or culture where people from different"
hot potato,"  Output: i (figurative meaning)

The expression ""hot potato"" in the contextual sentence is used figuratively to describe the way the Raptors and Pacers move the ball around on the court. It implies that they are quickly passing the ball back and forth, almost as if they are handing it off or"
hot potato,"  Output: i (figurative meaning)

The expression ""hot potato"" in the sentence ""A game of hot potato gone awry?” one person questioned"" holds a figurative meaning. The phrase is often used to describe a difficult or unpleasant situation that someone wants to avoid or pass on to someone else."
hot potato,"  Output: i (figurative meaning)

In this context, the expression ""hot potato"" holds a figurative meaning. The speaker is using it to describe the situation where the kids are eagerly competing to catch the ball on the floor, and each one of them wants to be the one to catch it. The"
monkey business,"  Output: i (figurative meaning)

The expression ""monkey business"" in the context of the sentence is being used figuratively to refer to a type of trouble or complication that is unexpected and unpredictable, similar to the mischievous and unpredictable behavior of monkeys. The sentence is not meant to"
monkey business,"  Output: i (figurative meaning)

The expression ""monkey business"" in the contextual sentence is used figuratively to describe the mischievous and playful behavior of the monkeys. The researchers are not suggesting that the monkeys are actually engaging in theft or bartering in the classical sense,"
monkey business,"  Output: i (figurative meaning)

In this context, the expression ""monkey business"" is being used figuratively to describe the chaotic and unpredictable events that are unfolding. The image of monkeys climbing aboard a sunken boat and causing chaos is a metaphor for the unexpected and"
big cheese,"  Output: i (figurative meaning)

The expression ""big cheese"" in this context is being used figuratively to refer to a prominent or influential person, rather than literally meaning a large wheel of cheese. The former CEO of Papa John's is being described as the ""big cheese"" in the sentence"
big cheese,"  Output: i (figurative meaning)

In this context, the expression ""big cheese"" is being used figuratively to refer to someone who is considered to be the most important or influential person in a particular field or group. The use of the French term ""Le Grande Fromage"" (which means ""the big che"
big cheese,"  Output: i (figurative meaning)

In this context, the expression ""big cheese"" is used figuratively to refer to someone who is important or influential. The speaker is highlighting Michael Meredith's status as a respected and well-known figure in the industry, rather than referring to him as a"
nest egg,"  Output: i (Figurative meaning)

The expression ""nest egg"" in the sentence is used figuratively to refer to a financial safety net or reserve that businesses typically rely on to weather difficult times, such as the winter months. The phrase is often used metaphorically to describe a sum of money set aside for unexpected"
nest egg,"  Output: i (Figurative meaning)

The expression ""nest egg"" in the contextual sentence is used figuratively to refer to a person's retirement savings or investments. The idea is that one is ""building a nest egg"" over time, which is a metaphorical representation of a safe and secure"
big picture,"  Output: i (figurative meaning)

In this context, the expression ""big picture"" holds a figurative meaning. It means considering the overall situation or the broader context, rather than focusing on the details or specifics. Allen is urging the audience to look beyond the immediate challenges and envision a bigger,"
big picture,"  Output: i (figurative meaning)

In this context, the expression ""the big picture"" holds a figurative meaning. The speaker is not literally referring to a physical picture, but rather using the term to convey a broader, more comprehensive view of the situation. The phrase is used to emphasize the importance of considering"
big picture,"  Output: i (figurative meaning)

In this context, the expression ""big picture"" holds a figurative meaning. The speaker, David Lefkowitz, is not referring to a literal picture, but rather using the term to describe the broader context or overall situation. He is suggesting that despite some recent market volat"
night owl,"  Output: i (figurative meaning)

The term ""night owl"" in this context is being used figuratively to describe the President's work schedule. It implies that the President is more active and productive at night, rather than during the day. The phrase ""night owl"" is often used to describe someone who"
night owl,"  Output: i (figurative meaning)

In this context, the expression ""night owl"" holds a figurative meaning. The speaker is using it to describe themselves as someone who is not a morning person and prefers to stay up late at night. The reference to ""getting up before dawn"" and ""staying at"
night owl,"  Output: i (figurative meaning)

The expression ""night owl"" in the sentence is being used figuratively to refer to people who stay up late at night to engage in activities such as gaming. It is not meant to be taken literally, as owls are nocturnal birds that are known for their"
fashion plate,"  Output: i (figurative meaning)

The term ""fashion plate"" in this context is used figuratively to convey the idea that the character is particularly stylish and fashion-conscious. It suggests that she is not just a mother and businesswoman, but also someone who takes great pride in her appearance and is always"
fashion plate,"  Output: i (figurative meaning)

The expression ""fashion plate"" in this context is being used figuratively to describe Patrick Mahomes' appearance. It implies that he is not particularly fashionable or stylish, and that his wardrobe may be lacking in sophistication or elegance. The"
fashion plate,"  Output: i (figurative meaning)

The expression ""fashion plate"" in the contextual sentence is used figuratively to describe someone who is fashionable or stylish, particularly in their appearance or lifestyle. It suggests that the person being referred to is someone who is well-dressed and well-groom"
big wig,"  Output: i (figurative meaning)

In this context, the term ""big wig"" is being used figuratively to refer to influential or important people in a particular field or organization. The term is often used to describe people who hold high positions of authority or power, and it is not meant to be taken literally."
big wig,"  Output: i (figurative meaning)

In this context, the expression ""big wig"" is being used figuratively to refer to someone with a high level of influence or power, often in a professional or business context. The speaker is suggesting that while a bulk of the network may not be able to offer financial support or other"
big wig,"  Output: i (figurative meaning)

The expression ""big wig"" in the contextual sentence is used figuratively to refer to someone who is important or influential in a particular field or industry. The speaker is suggesting that the person being addressed may think they are a significant figure in the stock market, but in reality,"
flower child,"  Output: i

The expression ""flower child"" in the contextual sentence holds a figurative meaning. It is used metaphorically to describe someone who is young and vibrant, like a flower in its prime. The author is suggesting that Amanda Abright, who plays the role of Bobbi Michele,"
flower child,"  Output: i (figurative meaning)

The expression ""flower child"" in the contextual sentence suggests a figurative meaning rather than a literal one. The phrase is often associated with the counterculture movement of the 1960s and 1970s, characterized by a rejection of main"
flower child,"  Output: i (figurative meaning)

The expression ""flower child"" in the context of Pat's personality is used figuratively to describe someone who is carefree, free-spirited, and optimistic. It suggests that Pat has a playful and innocent nature, like a flower that blooms in"
panda car,"  Output: i (figurative meaning)

In this context, the term ""panda car"" is being used figuratively to refer to a police car. The sentence mentions that the police were alerted after a Ford Sierra was seen being driven in Wolsingham in the early hours, and later spotted by two officers in a"
black box,"  Output: i (figurative meaning)

In this context, the expression ""black box"" is being used figuratively to refer to something that is complex, mysterious, or difficult to understand. The sentence suggests that the speaker is going to reveal or ""pop the lid off"" of this mysterious entity, which is represented"
black box,"  Output: i (figurative meaning)

The expression ""black box"" in the context of Dr. Gounder's statement has a figurative meaning. It refers to the Biden administration's inheriting a complex and mysterious situation or problem that is difficult to understand or predict the outcome of, much like a black"
black box,"  Output: i (figurative meaning)

In this context, the term ""black box"" holds a figurative meaning. The phrase is being used to refer to the cockpit voice recorder, which is a small device that is used to record the sounds in the cockpit of an aircraft during flight. The term """
flea market,"  Output: i (figurative meaning)

In this context, the expression ""flea market"" is being used figuratively to refer to a gathering or event where people come together to buy and sell goods, but not necessarily in a formal or organized manner. The use of the term ""flea market"" in this context implies"
flea market,"  Output: i (figurative meaning)

In the context of the sentence, the expression ""flea market"" holds a figurative meaning. A flea market is typically associated with a bustling, chaotic environment where people sell various goods, often informally and without a fixed location. The use of the word ""series"
flea market,"  Output: l

In this context, the term ""flea market"" holds a literal meaning. It refers to a market or fair where goods are sold, typically by individual vendors or small businesses, and where the goods being sold are not necessarily high-end or expensive. The term ""flea market"" suggests a casual"
goose egg,"  Output: i (figurative meaning)

The expression ""goose egg"" in the contextual sentence is used figuratively to refer to a small, insignificant or unimportant injury or problem. The speaker is using the term ""goose egg"" to downplay the severity of the hematoma, implying"
blind alley,"  Sure! In this context, the expression ""blind alley"" holds a figurative meaning. Here's my output:

Output: i (figurative meaning)

The phrase ""blind alley"" is often used metaphorically to describe a situation where someone is facing a dead end or a futile"
blind alley,"  Output: i (figurative meaning)

The expression ""blind alley"" in the sentence is used figuratively to describe a situation where ideas or progress seem to be at a dead end, but with a change in perspective or approach, a new path or opportunity opens up. The use of the word ""huge"" and"
blind alley,"  Output: i (figurative meaning)

The expression ""blind alley"" in the sentence is used figuratively to describe the path taken by the object. It implies that the object was wandering aimlessly, like a drunk person stumbling around in a state of confusion. The use of the phrase ""blind"
low profile,"  Output: i (figurative meaning)

In this context, the expression ""low profile"" holds a figurative meaning. The author is using it to describe Millie's attempt to avoid detection by the serial killer while trapped in a brutish man's body. The phrase implies that Millie is trying to keep"
low profile,"  Output: i (figurative meaning)

The expression ""low profile"" in this context is being used figuratively to describe the current state of Trump's popularity and influence. It implies that Trump's relatively quiet period is a temporary reprieve from his usual high-profile activities and that he will likely regain his previous"
low profile,"  Sure! In this context, the expression ""low profile"" holds a figurative meaning.

Output: i (figurative meaning)

In this sentence, the former president is not literally keeping a low profile by avoiding public attention. Rather, he is using the expression metaphorically to convey that he is choosing"
blue blood,"  In this context, the expression ""blue blood"" holds a figurative meaning.

Output: i (figurative meaning)

In this sentence, ""blue blood"" is used to refer to elite college basketball programs, particularly those with a long history of success and prestige. The phrase is often used metaphorically"
blue blood,"  Output: i (figurative meaning)

The expression ""blue blood"" in this sentence is used figuratively to refer to the prestige and reputation of two high-profile television programs. The phrase is often used to describe people or institutions that are considered to be of high social standing or lineage, and in this context, it"
blue blood,"  Output: i (figurative meaning)

The expression ""blue blood"" in the context of the sentence is being used figuratively to refer to the aristocracy or nobility, rather than literally referring to blood that is blue in color. The speaker is suggesting that the traditional blue blood programs, which are often associated with elite or"
grandfather clock,"  Output: i (figurative meaning)

The expression ""grandfather clock"" in the contextual sentence is used metaphorically to refer to a device that can manipulate time. The clock is not a literal object that can be found in the physical world, but rather a symbol of timekeeping and the flow of time."
grandfather clock,"  Output: i (figurative meaning)

In this context, the expression ""grandfather clock"" is being used figuratively to describe the sound of a clock's chimes. The phrase is not meant to be taken literally, but rather as a metaphor to convey the idea of something old-fashioned or anti"
grandfather clock,"  Output: i (figurative meaning)

In this context, the term ""grandfather clock"" is used figuratively to describe a traditional, old-fashioned clock that is considered to be a classic or iconic timepiece. The use of the term ""grandfather"" in this context implies a sense of nostalg"
guinea pig,"  Output: i (figurative meaning)

The expression ""guinea pig"" in the sentence ""Not surprisingly, however, humans don’t want to be guinea pigs and scientists have in the past had little choice but to use animals"" holds a figurative meaning. The term ""guinea pig"""
guinea pig,"  Output: i (figurative meaning)

In this context, the expression ""guinea pigs"" is being used figuratively to refer to human volunteers who are participating in medical trials or scientific experiments. The term ""guinea pig"" is often used metaphorically to describe someone who is being used or"
guinea pig,"  Output: i (figurative meaning)

In the context of the sentence, the expression ""Guinea Pig Club"" is being used figuratively to refer to a group of patients who are being used as test subjects for a new therapy or treatment. The term ""guinea pig"" is often used metaphorically"
graveyard shift,"  Output: i (figurative meaning)

The expression ""graveyard shift"" in this context is figurative, meaning that Rick Edwards is being relegated to a less desirable or less visible time slot, similar to how people might refer to a graveyard shift as a time when things are slow or uninterest"
graveyard shift,"  Output: i (figurative meaning)

The expression ""graveyard shift"" in the contextual sentence has a figurative meaning. It is used to describe a work schedule that is unconventional and challenging, rather than a literal shift working in a graveyard. The use of the phrase suggests that the job"
gravy train,"  Output: i (figurative meaning)

The expression ""gravy train"" in the contextual sentence is used figuratively to refer to the benefits or perks associated with a particular position or status. In this case, the speaker is suggesting that Zanu PF has retained its dictatorial powers and is allowing the opposition to win"
gravy train,"  Output: i (figurative meaning)

In this context, the expression ""gravy train"" holds a figurative meaning. The term ""gravy train"" is often used to refer to a situation where someone is benefiting financially or otherwise from a position or system without having to work hard or contribute much. In the sentence"
gravy train,"  Output: i (figurative meaning)

The expression ""gravy train"" in this context is being used figuratively to refer to a situation where something is going well or improving, and people are benefiting from it. The phrase is often used to describe a trend or a period of time when something is particularly profitable"
rat run,"  Output: i (figurative meaning)

In this context, the expression ""rat run"" holds a figurative meaning. The term ""rat run"" is often used colloquially to refer to a road or route that is used excessively by motorists as a shortcut or detour, often to avoid traffic cong"
rock bottom,"  Output: i (figurative meaning)

The expression ""hit rock bottom"" in the context of Allen's statement is used figuratively to describe a point of great difficulty or hardship. It implies that Allen had reached a point where she felt she had hit her lowest point, a point where things could not get any worse."
rock bottom,"  Sure! In the context of the sentence ""I think they have to hit rock bottom like an addict, right?"", the expression ""rock bottom"" holds a figurative meaning.

Output: i (figurative)

In this context, ""rock bottom"" is used metaphorically to refer to a point of"
rock bottom,"  Sure! In this context, the expression ""rock bottom"" holds a figurative meaning.

Output: i (figurative meaning)

In this sentence, ""rock bottom"" is used to describe a metaphorical or psychological state of being at the lowest point possible, rather than a literal location. It suggests that"
pipe dream,"  Output: i (figurative meaning)

The expression ""pipe dream"" in the contextual sentence is used figuratively to convey the idea that Mr. Draghi replacing Giuseppe Conte as prime minister is an unrealistic or imaginary possibility. The use of the term ""pipe dream"" suggests that the idea of Mr. Drag"
pipe dream,"  Output: i (figurative meaning)

The expression ""pipe dream"" in the contextual sentence is used figuratively to refer to an idea or plan that is unrealistic or unattainable. The phrase ""pipe dream"" is often used to describe something that is a distant or unachievable goal, something that"
pipe dream,"  Output: i (figurative meaning)

The expression ""pipe dream"" in the context of the sentence ""So perhaps my vision of Watson wearing orange and blue is a pipe dream."" holds a figurative meaning. The term ""pipe dream"" refers to an unrealistic or fanciful idea that is unlikely to happen."
rocket science,"  Output: i (figurative meaning)

The expression ""rocket science"" in the sentence is used figuratively to convey that the task of determining Goebbels' intention was straightforward or easy to understand. The sentence suggests that the idea that Goebbels was being cited to attack Trump, rather than to praise Naz"
rocket science,"  Output: i (figurative meaning)

The expression ""rocket science"" in the contextual sentence is used figuratively to convey that something is complex or difficult to understand. The sentence suggests that understanding the importance of nutrition for a growing child is not as complex or challenging as launching a rocket into space,"
rocket science,"  Output: i (figurative meaning)

The expression ""rocket science"" in the contextual sentence is used figuratively to convey that the topic being discussed is not overly complex or difficult to understand. The author's clear explanations and illustrations make the subject seem more accessible and less intimidating, implying"
poison pill,"  Output: i (figurative meaning)

In this context, the expression ""poison pill"" holds a figurative meaning. The term ""poison pill"" is often used in business and finance to describe a strategy that makes a company less attractive to potential acquirers or investors. In this sentence, the existing"
poison pill,"  Output: i (figurative meaning)

The expression ""poison pill"" in the contextual sentence is used figuratively to refer to a defensive tactic that makes it difficult for an acquirer to gain control of a company. The term ""poison pill"" is often used in business and finance to describe a"
poison pill,"  Output: i (figurative meaning)

The expression ""poison pill"" in the sentence is being used figuratively to describe a rule or policy that is extremely unpleasant or harmful. The use of the term ""poison"" here is meant to convey a sense of something that is toxic or dangerous, rather than"
shrinking violet,"  Output: i (figurative meaning)

The expression ""shrinking violet"" in the context of the sentence is used figuratively to describe a person who is perceived as timid or introverted. The term ""violet"" is being used metaphorically to convey a sense of delicacy or"
shrinking violet,"  Output: i (figurative meaning)

The expression ""shrinking violet"" in the sentence is used to describe someone who is not timid or hesitant, but rather bold and assertive. The word ""shrinking"" here implies that the person is not retreating or backing down, but rather standing their"
shrinking violet,"  Output: i (figurative meaning)

The expression ""shrinking violet"" is a metaphorical term used to describe someone who is timid, reserved, or unobtrusive. In the context of the sentence, it is unlikely that Donald Trump will become a ""shrinking violet"" and"
silver bullet,"  Output: i (figurative meaning)

The expression ""silver bullet"" in the sentence is being used figuratively to refer to a solution or a magic cure that is oversimplified or overly optimistic. The phrase is often used to describe a quick fix or a single solution that is expected to solve a complex"
silver bullet,"  Output: i (figurative meaning)

The expression ""silver bullet"" in the context of the sentence means that something (in this case, the capture and release of body camera footage) is being presented as a solution to a problem (police misconduct) that is too complex or multifaceted to"
silver bullet,"  Output: i (figurative meaning)

The expression ""silver bullet"" in the contextual sentence is used figuratively to refer to a magical or powerful solution to a problem. The speaker is suggesting that there is no single, easy solution to combating climate change, but rather a series of complex and interconnected approaches that"
damp squib,"  Output: i (figurative meaning)

The expression ""damp squib"" is a common idiomatic phrase used to describe something that is disappointing or unsuccessful, often in a figurative sense. The word ""squib"" in this context refers to a dud firecracker, which is a small explos"
dark horse,"  Sure! In this context, the expression ""dark horse"" holds a figurative meaning.

Output: i (figurative meaning)

In this sentence, ""dark horse"" refers to an unexpected or underdog candidate who could potentially upset the odds and win the award. Zengel's nomination at the"
dark horse,"  Sure, I'd be happy to help!

In this context, the expression ""dark horse"" holds a figurative meaning.

Output: i (figurative meaning)

In this sentence, ""dark horse"" is used to describe a team that is not initially expected to be a strong contender in the race"
dark horse,"  Output: i (figurative meaning)

In this context, the expression ""dark horse"" is being used figuratively to refer to an underdog or a team that is not expected to perform well. The speaker is using it to describe the Carolina Panthers as a potential destination for Deshaun Watson in a trade, implying"
ivory tower,"  Output: i

The expression ""Ivory Tower"" in the sentence holds a figurative meaning. It refers to the academic world, particularly the field of higher education, where scholars and researchers are often insulated from the practical realities of the outside world. The phrase suggests that the knowledge and research produced in the """
ivory tower,"  Output: i

The expression ""ivory tower"" in the contextual sentence holds a figurative meaning. It is used metaphorically to refer to a place of safety or security, where one can feel removed from the problems and challenges of the outside world. In this case, the sentence suggests that the ""ivory tower"
ivory tower,"  Output: i (figurative meaning)

In this context, the expression ""ivory tower"" holds a figurative meaning. The phrase is often used to describe a situation where people are detached from reality or living in a fantasy world, making decisions that are unrealistic or disconnected from the practical needs of others"
kangaroo court,"  Output: i (figurative meaning)

The expression ""kangaroo court"" in the contextual sentence is used figuratively to convey the idea that the hearing held by Russia for opposition leader Alexei Navalny was not a legitimate or fair trial. The term ""kangaroo court"" is often used to describe"
kangaroo court,"  Output: i (figurative meaning)

In this context, the expression ""kangaroo court"" holds a figurative meaning. A kangaroo court is a informal or biased court that does not follow legal procedures or principles, and is often used to describe a court that is not legitimate or fair."
kangaroo court,"  Output: i (figurative meaning)

In this context, the expression ""kangaroo court"" holds a figurative meaning. The speaker is not suggesting that a literal kangaroo court is taking place, but rather using the term to convey the idea of a sham or illegitimate legal proceeding."
sitting duck,"  Output: i (figurative meaning)

In this context, the expression ""sitting duck"" holds a figurative meaning. The term ""sitting duck"" is often used metaphorically to describe a vulnerable or defenseless target, rather than its literal meaning of a bird sitting on a nest. In"
double cross,"  Output: i (figurative meaning)

The expression ""double cross"" in the context of the sentence you provided holds a figurative meaning. It suggests that there is a complex web of deception and betrayal involving the hero, the villain, and the question mark. The use of the term ""double cross"" implies"
double cross,"  In this context, the expression ""double cross"" holds a figurative meaning.

Output: i (figurative)

The phrase ""double cross"" is used metaphorically to convey the idea of betrayal or deceit, implying that the speaker has been misled or betrayed twice. The use of"
double cross,"  Output: i (figurative meaning)

In the context of the sentence, ""double cross"" holds a figurative meaning. It implies that Chapman was an ideal candidate to betray or deceive the men of MI-5, rather than a literal action of crossing something twice. The use of ""double"" in this"
smoking gun,"  Output: i (figurative meaning)

The expression ""smoking gun"" in the contextual sentence is used figuratively to refer to evidence that is conclusive or irrefutable. It implies that the tweet in question provides strong proof or confirmation of something, but it does not necessarily mean that there is a literal gun"
smoking gun,"  Output: i (figurative meaning)

The expression ""smoking gun"" in the contextual sentence is used figuratively to refer to a conclusive piece of evidence or proof that clearly demonstrates someone's guilt or wrongdoing. In this case, the speaker is suggesting that despite Trump's questionable actions and"
double dutch,"  Output: i (figurative meaning)

The term ""Double Dutch"" in the contextual sentence has a figurative meaning. It is used to describe something that is complex, confusing, or difficult to understand, much like a game of Double Dutch where the players jump rope while skipping rhymes in a fast and complex"
double dutch,"  Output: i (figurative meaning)

In this context, the expression ""Double Dutch"" is being used figuratively to describe a language that is difficult to understand or nonsensical. The sentence suggests that Dutch is a language that seems strange and convoluted, making it impossible to decipher or comprehend. The"
double dutch,"  Output: i (figurative meaning)

In this context, the expression ""double Dutch"" is being used figuratively to convey that the subject of foreign affairs is difficult to understand or confusing. The phrase is often used to describe something that is complex or hard to grasp, and in this sentence, it suggests that the Foreign Ministers"
snake oil,"  Output: i (figurative meaning)

The expression ""snake oil"" in the contextual sentence is being used figuratively to describe something that is false or misleading. The term ""snake oil"" originated in the 19th century and refers to a type of elixir that was fraudulently"
